kind,ticker,date,beaten,n_buyers,value,officer,ex20,ex60,ex120
SINGLE,CMG,2014-04-24,False,1,509576.0,False,2.988087329407435,10.592005648849563,32.48502330320052
SINGLE,CMG,2017-02-07,False,1,159084.0,False,0.7382080404150533,16.054944857194663,-19.43762023068586
SINGLE,CMG,2021-09-09,False,1,78710344.78,False,-1.3100382614062964,-16.605931785719413,-21.09671089311904
SINGLE,CMG,2022-03-10,False,1,198274.5,False,3.7027313984769425,-3.839910672359393,18.119738417370403
SINGLE,CMG,2022-05-23,True,1,363252.4,False,5.336985352676125,24.091793094672298,9.917587203870724
SINGLE,CMG,2023-12-18,False,1,2003778.37,False,0.6765028561066766,12.951918053153943,28.796841839167726
SINGLE,CMG,2025-03-10,False,1,498200.0,False,4.403006388325032,-0.9134353885600284,-30.80107425907926
SINGLE,CMI,2015-11-17,True,1,149280.0,False,-10.37882139771504,11.771816077714508,18.394893878900326
SINGLE,CMI,2024-02-28,False,1,149812.34,False,3.4609430596805533,2.884971051945613,5.880378793236258
SINGLE,CMI,2025-05-19,False,1,332080.0,False,-4.781736447524748,16.90699261053297,37.548252834982236
SINGLE,CMS,2013-08-19,False,1,80580.0,False,-6.584712984454667,-7.099218817967625,-5.629812546242203
SINGLE,CMS,2015-02-13,False,1,71420.0,False,-1.4854377227415316,-5.04232497055417,-1.0635516855269775
SINGLE,CMS,2015-11-10,False,1,102510.0,False,1.4638429029527957,21.93352040930165,17.042556815592018
SINGLE,CMS,2016-03-10,False,1,40740.0,False,-2.0244343673976872,-1.6020932014010167,-8.127368374323027
SINGLE,CMS,2016-11-10,False,1,121770.00000000001,False,-0.0778648421513406,3.1576241322259877,4.231199797780205
SINGLE,CMS,2026-03-02,False,1,153400.0,False,4.113974983225557,-3.5498604140387684,-12.331729699557707
CLUSTER,CNC,2022-05-04,False,3,1734497.55,False,1.1492525023092126,14.628832544633294,8.764957336627358
CLUSTER,CNC,2023-02-13,False,3,1487091.0,True,-6.025992831431785,-3.8896713270867735,-11.223442370816738
CLUSTER,CNC,2024-12-18,False,4,1003473.9299999999,False,1.5187905219223996,0.7187759111729926,-8.53777183090556
SINGLE,CNC,2016-09-09,False,1,10050.0,False,-9.256215738489791,-23.0008772328587,-7.27185021104515
SINGLE,CNC,2019-07-30,False,1,151021.5,False,-8.102119406932951,-8.713967659759989,12.87080379822557
CLUSTER,CNH,2025-11-20,True,3,700182.14,False,-7.206178207310859,25.1369587593464,0.24445337224431363
CLUSTER,CNK,2020-03-20,True,3,5736897.300000001,True,-8.051849246723503,-21.223965058702326,-54.238384051976944
SINGLE,CNK,2025-12-23,True,1,1078550.0,False,-0.09602543835770927,24.13882012202119,25.28425051962841
CLUSTER,CNP,2015-05-19,False,3,634201.07,True,-3.8998270628334164,-1.5740972116622673,-12.078672481577385
CLUSTER,CNP,2023-11-30,False,3,1413040.0,True,-3.739055971038204,-11.311614974398696,-6.108844506613448
SINGLE,CNP,2022-11-10,False,1,227181.9,False,3.3530473800863074,-2.5860003009912775,4.671012004016898
SINGLE,CNP,2025-05-14,False,1,100786.0,False,-3.0426413785676654,2.1475210318149727,4.700241610847538
SINGLE,CNR,2025-05-13,True,1,502125.0,True,-8.410440813029481,-9.264240807845976,-22.332830267492596
CLUSTER,CNX,2015-11-20,True,3,328229.6,False,7.840932645521453,30.518334928736717,92.73897789499235
CLUSTER,CNX,2017-02-14,False,3,458425.0,False,-3.317360771814447,0.6717653018695806,-4.4368866778817395
SINGLE,CNX,2010-06-08,True,1,108210.0,False,-2.013372551121975,-11.524036478159339,-9.346652528723586
SINGLE,CNX,2010-12-10,False,1,41050.0,False,12.459736099404521,8.903377139679774,12.01196015435045
SINGLE,CNX,2012-03-13,True,1,32479.999999999996,False,10.678818844472177,5.782172583681424,3.8086147006021385
SINGLE,CNX,2012-06-06,True,1,28000.0,False,3.896702467994978,2.943993885093751,3.443733723324913
SINGLE,CNX,2015-02-13,True,1,65500.0,False,-18.030929765916202,-5.249372785297018,-51.43386136253889
SINGLE,CNX,2015-05-05,True,1,97890.00000000001,False,-20.399014928864503,-43.626439725658386,-47.212336281424335
SINGLE,CNX,2023-09-20,False,1,3672963.95,False,10.4687337186196,-17.885494473566585,-19.435218461055378
SINGLE,CNX,2024-02-28,False,1,50266.0,False,8.445456641161552,15.518997827934985,23.36522680939785
SINGLE,CNX,2025-05-14,False,1,312000.0,False,-3.2118791557397937,-14.96250509961616,0.48880720190647864
SINGLE,COF,2010-02-05,False,1,91024.99999999999,False,-5.711925191780619,7.702885486890061,12.404486567727783
SINGLE,COF,2012-07-26,False,1,2189949.36,False,-6.657463591841136,-1.1775942606320973,-16.96133378909415
SINGLE,COHR,2022-09-16,True,1,438400.00000000006,False,-12.637006838497479,-12.515132224857425,-5.051363084773522
SINGLE,COHR,2023-06-16,False,1,299754.42,False,-19.610606169503082,-40.14086203728829,-35.21516058036174
SINGLE,COIN,2023-05-12,True,1,50037456.86,False,-36.48192486650102,0.7494401567303868,21.620952018541484
SINGLE,COLD,2019-08-16,False,1,209760.0,False,-4.239224508314211,-9.600001595561361,-14.17656845730632
SINGLE,COLD,2020-12-11,False,1,335000.0,False,-2.9827907396873448,-7.243433208113113,-2.649349814948657
SINGLE,COLD,2021-11-10,False,1,87570.0,False,11.200019393575218,-0.3322841391858393,-1.6970476005783288
CLUSTER,COO,2020-07-09,False,3,1057925.2,True,-3.3208513706010283,8.599638988222665,-0.7719851307304957
CLUSTER,COO,2025-09-08,True,4,1079565.5,True,2.055899162468592,11.411870728952943,15.866973520482968
CLUSTER,COO,2025-12-18,False,3,1072322.5,True,-4.509389973965899,-9.734532173447995,-27.041773538296376
SINGLE,COO,2016-09-08,False,1,50406.3,False,-3.233988167359046,-14.346100323537756,-2.791601016072418
SINGLE,COO,2018-12-13,False,1,84074.79999999999,False,0.0566959579795816,4.250042345385333,16.757380832032133
CLUSTER,COP,2016-08-16,False,3,957430.0,True,-4.515559635963681,6.285327716947874,5.278213607671567
SINGLE,COP,2014-11-18,False,1,629550.0,True,-3.577634035947172,-5.732900091979868,-12.410509507588596
SINGLE,COP,2015-05-21,False,1,65190.0,False,-4.355717292642666,-23.350468954161872,-12.261215426096737
SINGLE,COP,2015-08-18,True,1,349370.0,True,4.162206059033878,13.647671346055983,-11.610152933220117
SINGLE,COP,2015-12-18,True,1,249500.0,False,-11.078497950872759,-8.026719786909897,-6.456845979313654
SINGLE,COP,2016-03-11,True,1,294300.0,False,2.1959923404403283,11.469666741430657,-6.129501771326355
SINGLE,COP,2017-12-12,False,1,104120.0,False,11.069252035121764,3.3211736282483657,29.263527828963106
SINGLE,COP,2020-05-18,True,1,98472.0,False,-7.044523301940737,-22.030103498262072,-56.001237683294505
SINGLE,COP,2021-08-11,False,1,1248750.0,False,-2.030679520322632,26.04215007479333,61.770354136354385
SINGLE,COP,2025-06-18,False,1,499472.0,True,-6.3160190869428625,-8.42158829578961,-8.299494391233601
SINGLE,COP,2025-11-11,False,1,500000.5780000001,False,6.244794575460407,13.970770533193296,27.756825773474514
CLUSTER,COR,2010-10-13,False,4,661600.0,True,-8.572714278354809,-4.247869186903646,4.875741616411009
CLUSTER,COR,2011-08-12,False,3,220665.76,True,1.4225610911599442,-4.437961500538477,-14.489646277432248
SINGLE,COR,2013-12-17,False,1,143780.0,True,-0.6066645096202254,-5.023583546279664,-3.7379095211038926
SINGLE,COR,2016-05-18,True,1,45050.0,True,-0.11602280274217946,10.469150185731987,-11.041644964974953
SINGLE,COR,2016-08-19,False,1,81200.0,False,-4.105657920669195,-8.30711567482433,-4.4932225299965
SINGLE,COR,2016-12-07,False,1,482440.0,True,10.588193353178454,11.327233582390846,14.067877700323274
SINGLE,COR,2024-05-30,False,1,109290.0,False,1.1999100837710222,-1.6522697738271805,-3.8458569575228445
SINGLE,CORT,2026-03-20,True,1,3313562.08,False,18.97252939964386,123.48170041235885,206.38891058632413
CLUSTER,CORZ,2024-09-11,False,3,717502.28,False,8.248363177624466,0.9689893386184991,-38.8535938238462
SINGLE,CORZ,2025-05-30,True,1,1195700.0,False,51.07379188391597,8.064465297098298,4.790337377422453
SINGLE,CORZ,2025-11-07,False,1,107500.0,False,-14.12528548336998,-21.41730841627563,-20.392902884021915
SINGLE,CORZ,2026-03-11,True,1,101710.0,False,9.105120351017423,36.00751972940202,-20.638272314834406
SINGLE,COST,2015-11-11,False,1,1554000.0,False,4.383561633571663,1.5121288825179686,-8.11732234364974
SINGLE,COST,2019-04-03,False,1,727950.0,False,-1.4702978384552368,4.867653232166153,12.48541024213651
SINGLE,COST,2021-12-23,False,1,499620.25,False,-7.561607463516479,3.772436370275423,0.22475179617875796
SINGLE,COST,2022-06-09,False,1,400129.0,False,13.207891889581575,14.51911036168794,11.073291748707224
SINGLE,CP,2016-04-28,False,1,143890.0,False,-9.054575326536385,0.4798092602707096,3.975863435769926
SINGLE,CPAY,2026-01-06,False,1,2519840.0,False,-5.760752707118532,-3.2873154076993556,-1.1420225069864696
SINGLE,CPB,2017-04-03,False,1,52510022.440000005,False,-1.0431444315799656,-11.245913249617814,-27.57202053610223
SINGLE,CPB,2017-09-29,False,1,199821.0,True,3.0042917472865702,-3.749480416799968,-14.280282241818668
SINGLE,CPB,2018-02-26,False,1,200332.0,True,-1.3910379492142328,-20.6796718802917,-7.270290332766006
SINGLE,CPB,2018-06-08,True,1,66440.0,False,20.926092881545596,12.728029685847604,22.944044547586955
SINGLE,CPB,2018-10-03,False,1,200036.53999999998,True,12.178214693663712,8.462286477438997,11.528321285241637
SINGLE,CPNG,2021-12-03,False,1,16574192.64,False,3.1253324872227353,1.1966211166966474,-27.195164834578915
SINGLE,CPNG,2024-05-15,False,1,20390678.67,False,-0.7956714585144731,7.728200785451064,15.639248275283045
SINGLE,CPNG,2024-11-13,False,1,54630916.230000004,False,-6.1410265566424975,-7.32045878059815,7.161851960664813
SINGLE,CPNG,2025-05-19,False,1,37544000.0,False,4.5284651981028805,-1.6196969262837504,-2.4951219191786027
SINGLE,CPNG,2026-03-16,True,1,136566051.44,False,-5.666466887259598,-36.20201400302989,-44.8892639009067
SINGLE,CPRI,2019-08-16,True,1,9975719.100000001,True,8.92362223201513,26.694936304134266,-8.241281977372708
SINGLE,CPRI,2026-03-12,True,1,988900.0,True,4.343170906947559,-6.504454618497714,-48.99903192444022
CLUSTER,CR,2026-02-03,False,4,978592.52,True,7.065199178669837,-8.761063978637235,9.06048568499795
SINGLE,CRH,2025-05-16,False,1,147946.72,False,-7.556568046024273,10.87541626217447,13.634165717555614
SINGLE,CRI,2018-05-03,False,1,300980.0,False,4.613742000408421,-2.6319202870421705,-1.0499888804093314
CLUSTER,CRK,2022-09-19,False,3,2389700.0,True,2.2462854074136214,-16.35636361880753,-38.33949726803214
CLUSTER,CRK,2023-03-27,True,3,450400.0,True,2.2155042287341153,-13.699588252682965,-6.505421072073744
SINGLE,CRL,2020-11-04,False,1,1679006.0,False,-13.013053263940558,-2.081743277401097,8.022776042347544
SINGLE,CRL,2022-12-07,True,1,328350.0,False,0.9738618706832991,-3.149705126368011,-11.495276963298492
SINGLE,CRL,2023-02-27,False,1,386277.5,False,-5.040516076904833,-4.043560140841715,-14.464516187226863
SINGLE,CRL,2023-08-30,False,1,198790.0,False,-2.6400565815011934,-3.849810273972411,7.588472910592442
SINGLE,CRM,2013-02-06,False,1,33674.0,False,6.380529743103663,-6.820509989372091,-10.735678764639768
SINGLE,CRM,2014-03-31,False,1,32087.000000000004,False,-7.323760626297148,-5.5415269868979475,-5.710156375544003
SINGLE,CRM,2025-09-11,True,1,865844.0,False,2.0597054195833073,5.8028061352956755,-21.48314454158278
CLUSTER,CROX,2022-03-08,True,3,3045739.84,False,-9.119615490088906,1.7897823316876025,21.762104443369935
CLUSTER,CROX,2023-08-14,True,3,1606847.99,True,-5.803025971630743,-5.387134549911266,-8.554499255629775
SINGLE,CROX,2023-03-16,False,1,339450.0,False,7.442061329409685,-15.702252407331876,-36.51317010696352
SINGLE,CROX,2024-03-15,False,1,249951.0,False,-1.7399131508409038,18.843073335031402,1.7070920889012982
SINGLE,CROX,2024-08-06,False,1,247424.15999999997,False,5.678462361151813,-22.561338216492715,-30.20305451584526
SINGLE,CROX,2025-11-13,True,1,223500.0,False,15.402855239169092,3.3889502727516483,29.455034284673086
SINGLE,CRS,2024-11-20,False,1,97460.0,True,-5.0919364755359,11.992164370576326,32.54730809231768
SINGLE,CRSP,2025-03-03,True,1,313950.0,False,-11.248215560978275,-29.817961062545233,-28.136234466569572
SINGLE,CRSP,2026-01-28,True,1,49703.68,False,16.897405727979432,-11.556007040304182,-17.03353826654296
SINGLE,CRUS,2011-02-03,False,1,2990520.0,False,-9.083822756603656,-28.991022527656913,-13.725663385326815
SINGLE,CRUS,2020-08-11,True,1,196620.00000000003,False,-10.64215129770634,6.747182992722181,13.264013897295094
SINGLE,CRWD,2022-10-03,True,1,14006.519999999999,False,-11.362683481303241,-47.48528835417402,-34.62343030426458
SINGLE,CSCO,2010-02-11,False,1,501519.19999999995,False,0.14387017192166596,-1.0921340969508133,-6.569857553488887
SINGLE,CSCO,2011-06-01,True,1,60346.99999999999,False,-6.530324246511703,3.3363913876959295,18.825522770589
SINGLE,CSCO,2017-02-27,False,1,102691.47,False,-0.00548167549650036,-8.776535780197053,-11.553502710924114
SINGLE,CSCO,2019-06-12,False,1,557400.0,False,-0.06462097714151804,-15.919430499691641,-25.165293720487963
CLUSTER,CSGP,2026-03-04,True,3,3432194.4000000004,True,-12.236646785326192,-39.72994549983745,-43.65801877894643
SINGLE,CSGP,2024-10-29,False,1,1099966.0101,True,3.268425948461462,0.17037535968151873,23.38023985581043
SINGLE,CSTM,2026-03-18,False,1,41242.05,False,12.74768249514857,30.029249885941674,-7.192697377886098
SINGLE,CSX,2015-09-04,False,1,50137.12,False,0.9488188510948419,0.4438374498911948,-7.780294915365447
SINGLE,CSX,2017-04-26,False,1,15060000.0,True,3.3151011496210834,-0.9309627256956294,-2.073682436532593
SINGLE,CSX,2017-07-25,False,1,70007630.0,False,-1.9355583670811822,0.6569606811392994,1.3651732192543733
SINGLE,CSX,2018-05-07,False,1,299550.0,True,4.052178397296933,12.518864539827025,13.386168045274221
SINGLE,CSX,2022-05-17,False,1,332050.0,False,-5.653005715658691,-2.5599604909224656,-6.995337224199391
SINGLE,CSX,2025-10-22,False,1,2027849.9999999998,True,-3.2341707322930255,-2.3180153028207817,15.52818161759572
SINGLE,CSX,2026-03-09,False,1,1006750.0000000001,True,4.107705815551549,15.43862446312504,21.045013824100778
SINGLE,CTAS,2025-07-24,False,1,267060.0,False,-3.0608379726452553,-14.636919890745277,-15.939640231858679
SINGLE,CTSH,2012-06-08,False,1,58220.0,False,-2.796940262865049,4.711262788546486,6.376857980234845
SINGLE,CTSH,2013-06-19,False,1,470850.0,False,10.219116506142276,18.87586740670489,35.19349336687378
SINGLE,CTSH,2018-03-19,False,1,210250.0,False,-2.2201345241837243,-7.747489548255588,-15.286484921163431
SINGLE,CTSH,2019-05-28,False,1,1160710.0,True,-2.7963112728607884,-3.1829223617314466,-9.729271968659589
CLUSTER,CTVA,2019-11-07,False,4,470899.0,True,-7.555264198353841,9.331300339162592,5.770696628801504
CLUSTER,CTVA,2020-03-03,False,3,1216100.0,False,6.245366374286299,-2.5881016772591385,-8.663134396687614
CLUSTER,CTVA,2020-08-13,False,3,227172.0,False,9.896017266778877,20.329366686445198,43.37394284284612
CLUSTER,CTVA,2023-11-16,False,3,229086.3,False,-8.772532288546152,4.583677366252095,4.104814946922183
SINGLE,CTVA,2021-01-20,False,1,21492.48,False,0.5016927183510157,-1.5035969979220063,-14.68010531730899
SINGLE,CTVA,2022-02-16,False,1,2556837.5,True,10.7073453656375,19.350606129747213,25.3116094350666
SINGLE,CTVA,2023-02-09,False,1,2425600.0,True,0.7751842649507488,-4.473397708472801,-14.214589363909285
CLUSTER,CVCO,2026-02-06,False,3,860341.0,True,-0.19790208897691874,-13.061886823285501,-3.2599723948380603
CLUSTER,CVNA,2022-05-19,True,3,432733875.0,True,-16.879158019521892,47.189351759613,-66.62692255441706
SINGLE,CVNA,2021-01-14,False,1,49339.5,False,-7.911390745975634,-10.381511823328038,2.241697053218446
CLUSTER,CVS,2019-03-12,True,4,1677085.9,False,-6.019225214467335,-0.5882127423561269,13.259905003947939
SINGLE,CVS,2011-05-26,False,1,93184.0,False,-1.238921190347496,-1.1382498384067752,6.135852437282788
SINGLE,CVS,2012-02-16,False,1,1994736.0,True,-1.598766323561994,0.13266737055226518,-3.10212817743834
SINGLE,CVS,2012-07-11,False,1,450011.64,False,-5.695888341907514,-2.418782293032165,-1.9499299496737335
SINGLE,CVS,2012-10-04,False,1,300001.88,False,-2.5076215779112263,0.575380370098578,2.8816089688898234
SINGLE,CVS,2020-05-14,False,1,315700.0,True,-2.047558004431683,-10.444873152865714,-20.633558921834613
SINGLE,CVS,2021-02-18,False,1,216000.0,False,0.6537501984279253,6.802751470249833,2.358490037198681
SINGLE,CVS,2021-08-06,False,1,238650.0,False,5.244416101221278,9.924493933069074,33.54923289015766
SINGLE,CVS,2022-02-14,False,1,105900.0,False,3.280736395798051,-1.2284111504155368,0.3407899108408897
SINGLE,CVS,2023-05-08,True,1,976500.0,True,2.4746911513566863,5.0201957983819145,3.0017272026332535
SINGLE,CVS,2023-11-07,True,1,140940.0,False,-1.1620699913489654,-8.160902030296732,-35.432865641179696
SINGLE,CVS,2025-02-20,False,1,2001000.0,False,14.534545112494033,0.6278450803104838,-0.637894909898133
SINGLE,CVS,2025-06-10,False,1,100009.0,False,-2.386968231028945,9.164948677497403,17.268882982204957
CLUSTER,CVX,2015-08-27,True,3,967707.7,True,3.4939618287405083,14.129646845794516,25.311855995360578
SINGLE,CVX,2010-05-10,False,1,902196.0,True,-3.042733497013165,1.1615327068790866,1.6514447233450023
SINGLE,CVX,2011-02-18,False,1,964300.0000000001,False,9.32522189583581,0.11673241185790006,5.404069765912887
SINGLE,CVX,2013-03-01,False,1,190668.87000000002,True,-0.7530579623649922,-0.5249356562781404,-7.059952722976199
SINGLE,CVX,2014-02-19,False,1,226820.0,False,-0.5915281124097451,5.565038201280953,6.230418767094819
SINGLE,CVX,2016-08-17,False,1,50097.69,False,-0.9740854546719278,5.991856732265509,4.099702485639179
SINGLE,CVX,2019-08-12,False,1,502095.0,False,-0.802669004319625,-1.9215383088529974,-20.105658322083674
SINGLE,CVX,2020-11-11,True,1,35650.0,False,9.14239468356104,-3.944967962525329,8.241566063919958
SINGLE,CVX,2021-02-23,False,1,304672.0,False,0.4351147955757353,-4.7382262961154575,-12.554931535656024
CLUSTER,CW,2024-07-08,False,4,45593.52,True,-3.586607077748205,13.491119276421804,23.26739276302706
CLUSTER,CW,2025-01-07,False,3,36494.4,True,-3.3989805869878005,-5.409381953376492,32.470066661035624
CLUSTER,CZR,2018-12-24,True,4,803068.25,False,5.890213560346091,-6.347921327443835,-9.592762381361453
SINGLE,CZR,2022-11-08,True,1,1118500.0,False,9.25338711245833,1.475374489557474,-4.317120494154016
SINGLE,CZR,2023-11-14,False,1,628500.0,False,-11.828105202508036,-21.907510472313856,-39.709454362838486
SINGLE,CZR,2024-03-08,True,1,621750.0,False,1.1151797587773469,-14.079642584581265,-13.560205271154885
SINGLE,CZR,2025-11-04,True,1,18690.0,False,12.05214313197173,-6.032711235163949,19.25459518279838
CLUSTER,D,2011-08-09,False,3,293833.8888,True,-0.14705582562717812,1.9243091735600135,-3.2474424414418817
CLUSTER,D,2012-02-01,False,4,881398.0,True,-1.1103937220665885,-1.4229017157421557,3.2497606936559205
CLUSTER,D,2014-05-23,False,3,625785.9029,False,-1.4803933824082764,-2.563628239095383,-1.3189429285965826
CLUSTER,D,2015-02-25,False,4,3232203.7588,False,-0.4666851349055392,-2.4025418322175094,5.511474518939039
CLUSTER,D,2021-11-30,False,3,436647.8952,True,3.851795215699542,10.811141951965237,20.606811714466847
SINGLE,D,2010-12-15,False,1,19660.1,False,-0.8009880316184739,4.370908049647668,10.500530950368207
SINGLE,D,2011-05-24,False,1,100007.226,False,2.424812662452578,16.311082394018893,13.336293696810639
SINGLE,D,2013-08-22,False,1,50002.532,False,5.32032687003049,8.094141268076621,12.90256609082785
SINGLE,D,2013-11-11,False,1,203174.00000000003,False,-3.8877470360721476,1.447036806003368,3.924963831349647
SINGLE,D,2014-02-11,False,1,238859.99999999997,False,-2.471474685182353,-2.092797254371323,-9.465098340842111
SINGLE,D,2014-08-08,False,1,973050.0000000001,False,1.3868261817618355,2.971051256080937,9.28595617212288
SINGLE,D,2016-11-16,False,1,248430.0,False,2.2852629212509536,-3.7965782344834746,-0.4234713348487116
SINGLE,D,2018-03-05,False,1,199997.801,False,-6.8651386874595985,-13.026550557727544,-7.859668531450973
SINGLE,D,2018-05-14,False,1,253760.0,True,0.3355162775321756,6.626977792900063,9.994361163198768
SINGLE,D,2018-08-30,False,1,711500.0,False,0.02391566844067819,11.389610922073764,8.942212580047222
SINGLE,D,2018-12-21,False,1,299997.8786,True,-10.487316309174846,-9.621399404877772,-13.68607015124417
SINGLE,D,2019-09-18,False,1,1687389.9999999998,False,2.944484674145245,-0.7472454125459067,11.625505055556623
SINGLE,D,2022-02-17,False,1,249312.00000000003,True,0.40018618104610937,8.24284865835063,3.3867324009216295
SINGLE,D,2025-03-18,False,1,25654.75,False,2.71647177660121,1.423781998163801,4.326142951095638
SINGLE,D,2025-08-28,False,1,250573.2,True,2.0077445430453498,5.372115353589711,6.345329583158067
CLUSTER,DAL,2013-08-22,False,3,385540.0,False,5.557400951427155,20.66378005638435,26.125920136139147
SINGLE,DAL,2012-05-04,False,1,104857.0,False,3.1585689529536864,-6.7024471465203765,-9.256435922263007
SINGLE,DAL,2015-05-28,False,1,209400.0,False,3.3166792887959007,20.41193874509208,31.732582241373105
SINGLE,DAL,2015-12-22,False,1,249829.44999999998,False,-1.0535589430860792,-3.694030316409461,-25.7421335676236
SINGLE,DAL,2017-01-25,False,1,49040.0,False,0.6861829989493602,-7.9819199159032515,3.984551166507737
SINGLE,DAL,2017-04-19,False,1,249939.8,False,6.366600714422712,17.273590361043986,5.343680863546195
SINGLE,DAL,2017-08-28,False,1,272640.0,False,0.10097504893815401,-0.8742607950956813,-3.278632352316654
SINGLE,DAL,2021-05-24,False,1,23040.0,False,-1.0548341816948024,-17.097116178006182,-12.981013108238365
SINGLE,DAL,2022-04-27,False,1,484330.0,False,-6.661986274646452,-21.673039283090553,-17.4207438352014
SINGLE,DAL,2022-07-18,True,1,293100.0,False,-6.108870736250813,-9.59568401714367,2.593002040474527
SINGLE,DAL,2023-01-23,False,1,496910.39999999997,False,-3.810807530202598,-6.14869956767134,10.107235120867186
SINGLE,DAL,2024-05-06,False,1,495000.0,False,-4.445849596582876,-23.84958944967644,-3.9550629924584397
SINGLE,DAL,2024-07-16,False,1,439000.0,False,-9.576646087736016,8.887339238168286,28.468401886322845
CLUSTER,DAR,2020-03-23,True,3,214740.0,True,-10.779947916580172,-12.418784142896804,44.82630033212757
CLUSTER,DAR,2023-03-17,True,3,398188.0,False,4.807205054249475,11.215755938608511,-5.283916353775139
CLUSTER,DAR,2023-11-17,True,3,589688.3999999999,False,-5.478590678061584,-21.59063834441571,-12.515681160465927
SINGLE,DAR,2020-11-10,False,1,22700.0,False,-9.920995997010806,13.018966547647835,9.216937819663052
SINGLE,DAR,2022-05-26,False,1,36975.0,False,-11.66587436444179,-6.268398816031997,-9.371087468515192
SINGLE,DAR,2023-08-15,False,1,99153.5,False,-6.361834392476946,-26.659925101369566,-42.73248522631316
CLUSTER,DASH,2022-03-11,True,4,199851908.12,False,13.744343407197325,-9.439061591825032,-16.48773635361927
SINGLE,DASH,2021-03-12,False,1,1183200.0,False,10.543321105191321,0.27714526440516307,33.16599218047212
SINGLE,DASH,2025-12-01,False,1,100277894.22,False,8.373128605513699,-23.097944207968247,-43.027208283446534
SINGLE,DBX,2019-11-14,False,1,9570000.0,True,-13.361229202160679,-15.978510405521078,15.978762327985898
SINGLE,DBX,2021-03-12,False,1,2459000.0,False,-7.275492037519367,-0.879466030613905,7.491370087164423
CLUSTER,DD,2015-06-17,False,3,1166158.1,False,-1.6982523844762423,-10.824113945327056,2.0318958326612817
SINGLE,DD,2010-03-08,False,1,104760.0,False,0.8344715453022005,-7.815354207906294,-11.336565106376344
SINGLE,DD,2012-01-30,False,1,270848.0,False,-3.722661877361082,2.1451566941713915,-3.9853916997585594
SINGLE,DD,2021-02-25,False,1,524550.0,False,8.902768683141026,11.166392767233361,-3.439454903851427
SINGLE,DD,2021-08-09,False,1,379700.0,False,-6.341874205785969,-0.7393849326216881,4.08422844669488
SINGLE,DE,2012-08-21,False,1,56737.50000000001,False,0.948041433832139,11.210072777843044,1.6434216614497892
SINGLE,DE,2014-11-05,False,1,85000.0,False,2.478447349602955,2.4166879706359654,3.2577449718566482
SINGLE,DE,2021-06-04,False,1,98892.75,False,-1.2470657503076505,4.413849808624944,-8.214376322689851
SINGLE,DE,2023-06-08,False,1,250458.75,False,2.9674019671944416,4.697892261766355,-7.532004936604814
SINGLE,DECK,2012-03-05,True,1,60688.0,False,-21.13521247477,-16.93014434409672,-31.728529878027352
SINGLE,DECK,2012-07-16,True,1,459000.0,True,-11.97680942625899,-37.41089504210289,-49.37249855585255
SINGLE,DECK,2018-08-03,False,1,113170.0,False,0.6770519029435329,20.389765238604543,21.21931647291455
SINGLE,DECK,2025-06-09,True,1,200312.0,False,-10.978938525728347,2.2765026736397775,-34.034646350941905
SINGLE,DELL,2020-03-23,True,1,26253713.41,True,-15.108534416382295,-15.730102845632913,28.128486000383447
CLUSTER,DG,2015-09-15,False,3,3428139.0,True,-3.5216058341357153,0.7667499176058634,6.128865665809145
CLUSTER,DG,2023-06-13,True,3,1576666.2,True,-1.3280621291117667,-22.274072652407668,-19.61763017558081
SINGLE,DG,2012-06-07,False,1,238250.0,False,9.519211090926909,-2.071419768673106,-7.515268876936801
SINGLE,DG,2012-10-22,False,1,120750.0,False,3.1212109925140354,-15.134863741361432,1.041791856459314
SINGLE,DG,2015-04-17,False,1,20000.969999999998,False,-1.4769831739518582,5.739551094510194,-5.553324840215114
SINGLE,DG,2018-06-05,False,1,200336.5,False,4.944095994453305,8.331238928315075,14.70246995123504
SINGLE,DG,2023-03-28,False,1,712035.5,False,2.4463969941908204,-21.3736318904838,-46.67099831284487
SINGLE,DG,2023-10-03,True,1,212500.0,False,17.727127683065664,7.089389611209029,19.99126537957744
SINGLE,DG,2024-03-26,True,1,55326.5,False,-1.606241272187622,-12.887377134001262,-43.6381873425366
SINGLE,DGX,2012-08-08,False,1,296700.0,True,2.0723001226661992,-3.8165154298012505,-11.250510203409771
SINGLE,DGX,2014-02-10,False,1,253526.0,False,0.6305962362589286,1.6824256401628714,10.676111930842955
SINGLE,DGX,2014-05-08,False,1,222040.0,True,4.507063446982303,5.767932822124543,6.648980390381611
SINGLE,DHI,2014-12-02,False,1,38210.0,False,-0.31280147601783614,1.898623265610988,-2.214966858593945
SINGLE,DHR,2010-06-02,False,1,303810.0,False,-1.941184394795079,-6.5363217537102525,-4.411369156456061
SINGLE,DHR,2011-08-11,False,1,312525.0,False,0.28450037546120743,4.955518612853179,6.680361678815853
SINGLE,DHR,2017-04-26,False,1,49656.0,False,0.1473503376547851,-4.005611608563264,-4.28685585914952
SINGLE,DHR,2018-08-02,False,1,80321.2,True,-0.46747106336665345,1.5877998257168162,8.813915800801194
SINGLE,DHR,2019-05-15,False,1,248482.0,True,5.360610454740913,6.259255964039744,-4.310780829550259
SINGLE,DHR,2019-08-27,False,1,348800.0,True,-1.0895175063289173,-6.335737497796777,2.161974210283539
SINGLE,DHR,2020-11-24,False,1,6056933.76,True,0.407224860036434,-0.9214652437771536,0.6528164701438861
